Language,Folder,Filename,TTR,HL,MSL,FWF,HER,PVU,FK,PU,IIR,Gender
FR,FR-Psy,4.pdf,0.2485016937375141,0.15955875966298966,25.359030837004404,0.34721300597213006,0.0009953550099535502,0.07048458149779736,45.46957831522383,5.854251715452097,,F
FR,FR-Psy,5.pdf,0.2235816079591288,0.13538585641301426,23.763578274760384,0.312999001996008,0.001746506986027944,0.06070287539936102,35.06874594840244,3.8585641301425113,,F
FR,FR-Psy,6.pdf,0.2121263157894737,0.12825263157894737,25.759219088937094,0.33320082684051516,0.00023851168707266656,0.07809110629067245,42.187615782623595,3.991578947368421,,F
FR,FR-Psy,7.pdf,0.22178477690288714,0.12588330304865739,17.913200723327307,0.27013454614364224,0.00037900322152738296,0.028933092224231464,40.453646389989956,2.856854431657581,,F
FR,FR-Psy,8.pdf,0.3392252726588943,0.21850319669048515,14.106100795755967,0.29748510919920584,0.002481800132362674,0.021220159151193633,43.64803352908845,4.889056036103798,,M
FR,FR-Psy,9.pdf,0.24614411136597328,0.1429249387012576,15.608641975308641,0.2688982487253381,0.0016995492499815266,0.03333333333333333,50.26434735416956,3.3219963616230324,,M
FR,FR-Psy,10.pdf,0.2313092313092313,0.1419211419211419,19.469248291571756,0.32303156055476684,0.000764442503003167,0.02733485193621868,51.01291972326143,4.715104715104715,,M
FR,FR-Psy,11.pdf,0.2494103041589075,0.1637492240844196,20.653846153846153,0.34171757096658284,0.0008384237633249491,0.07692307692307693,53.47313386334338,4.866542520173804,,M
FR,FR-Psy,12.pdf,0.22207982424020506,0.1267850604174295,15.193324061196106,0.2531722579523727,0.0025204241265426733,0.02364394993045897,47.47606095522028,2.5723178322958624,,M
FR,FR-Psy,13.pdf,0.2828335056876939,0.17877456049638055,13.667844522968197,0.1815958066394875,0.00023296447291788001,0.012367491166077738,45.55735497568162,2.1199586349534645,,F
FR,FR-Psy,14.pdf,0.2532894736842105,0.14828947368421053,22.352941176470587,0.266164316966456,0.0023091881380651433,0.029411764705882353,38.412133126935004,2.736842105263158,,M
FR,FR-Psy,15.pdf,0.3423112338858195,0.22168508287292818,15.854014598540147,0.3088139281828074,0.0015233949945593036,0.040145985401459854,54.41720833165306,5.3406998158379375,,M
FR,FR-Psy,16.pdf,0.22436344611091733,0.1334147192186955,18.955371900826446,0.316668057758117,0.0010015858442534013,0.0859504132231405,49.8215270288579,5.6766655040111615,,F
FR,FR-Psy,17.pdf,0.23228499320520288,0.1388079984469035,19.622857142857143,0.30357306879764856,0.0029392853862404704,0.06857142857142857,44.89951228887597,4.649582605319356,,F
FR,FR-Psy,18.pdf,0.21702162118390153,0.127540691553972,26.72943722943723,0.3237454100367197,0.0003059975520195838,0.06493506493506493,37.94190358316342,3.3605959996760872,,F
FR,FR-Psy,19.pdf,0.2064880626936395,0.11591033351558229,20.062157221206583,0.3017777010700725,0.0006903693476009665,0.021937842778793418,46.998318293630064,4.41042464005832,,F
FR,FR-Psy,20.pdf,0.23686612996929204,0.14806207984065067,21.78842676311031,0.34306044131755675,0.0011192836584585865,0.06329113924050633,48.62531576232496,4.8302763714831105,,M
FR,FR-Psy,21.pdf,0.21554138145612944,0.1203329184816428,28.254945054945054,0.3085177733065057,0.0009687756166629406,0.0945054945054945,48.57135211335026,5.133789670192906,,M
FR,FR-Psy,22.pdf,0.23675604970569,0.14969842307971803,22.522094926350245,0.3474162011173184,0.0007681564245810055,0.11456628477905073,50.13727116447001,6.314948041566747,,M
FR,FR-Psy,23.pdf,0.2188127330083166,0.1231239843227225,22.25744680851064,0.2972072072072072,0.0008108108108108108,0.06382978723404255,38.698695791053694,3.6229805945894276,,F
